accession,source,action,p_purify,wrap_score,wrap_amenable,levers,why,detergent_extract,detergent_polish,detergent_rescue,detergent_avoid,detergent_why
NYCOMPS-GO.2998,tt_expressed_not_purified,standard,0.5854,0.05,0,drop sequons or use a prokaryotic host; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.123239,tt_expressed_not_purified,deprioritize,0.3069,0.15,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.4218,tt_expressed_not_purified,redesign,0.4126,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TMPC-GO.118627,tt_expressed_not_purified,redesign,0.4996,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TransportPDB-0053,tt_expressed_not_purified,redesign,0.5079,0.35,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.98,tt_expressed_not_purified,standard,0.6255,0.95,1,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2403,tt_expressed_not_purified,deprioritize,0.4706,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.128347,tt_expressed_not_purified,deprioritize,0.2555,0.15,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.4512,tt_expressed_not_purified,wrap_rescue,0.4061,0.55,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.3855,tt_expressed_not_purified,wrap_rescue,0.4094,0.95,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.123169,tt_expressed_not_purified,standard,0.6292,0.05,0,drop sequons or use a prokaryotic host; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.11602,tt_expressed_not_purified,deprioritize,0.3959,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.119190,tt_expressed_not_purified,redesign,0.4863,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPSBC-Vph1p,tt_expressed_not_purified,standard,0.5644,0.45,0,drop sequons or use a prokaryotic host; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.56,tt_expressed_not_purified,standard,0.5571,0.35,0,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.5346,tt_expressed_not_purified,redesign,0.5324,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.19479,tt_expressed_not_purified,redesign,0.4896,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.22,tt_expressed_not_purified,wrap_rescue,0.4582,0.75,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.462,tt_expressed_not_purified,deprioritize,0.3948,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.19480,tt_expressed_not_purified,wrap_rescue,0.4502,0.55,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2209,tt_expressed_not_purified,redesign,0.437,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.121155,tt_expressed_not_purified,redesign,0.3971,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.19227,tt_expressed_not_purified,standard,0.6085,0.75,1,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.3520,tt_expressed_not_purified,deprioritize,0.4488,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14423,tt_expressed_not_purified,standard,0.7317,0.05,0,drop sequons or use a prokaryotic host; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.122241,tt_expressed_not_purified,redesign,0.4604,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.2856,tt_expressed_not_purified,wrap_rescue,0.4103,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TransportPDB-0033,tt_expressed_not_purified,redesign,0.5415,0.25,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.1489,tt_expressed_not_purified,wrap_rescue,0.2238,0.95,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.1313,tt_expressed_not_purified,redesign,0.5394,0.35,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14213,tt_expressed_not_purified,wrap_rescue,0.4229,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.94763,tt_expressed_not_purified,deprioritize,0.4612,0.15,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.1188,tt_expressed_not_purified,standard,0.5812,0.75,1,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.4689,tt_expressed_not_purified,standard,0.6079,0.25,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
TransportPDB-0081,tt_expressed_not_purified,redesign,0.3426,0.25,0,shorten or split the construct; drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; add a fusion-able N- or C-terminus; trim a long extramembrane loop,shorten or split the construct; drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; add a fusion-able N- or C-terminus; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.9736,tt_expressed_not_purified,standard,0.5796,0.15,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14231,tt_expressed_not_purified,standard,0.6652,0.35,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPSBC-Tok1pKl,tt_expressed_not_purified,redesign,0.5401,0.45,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.123247,tt_expressed_not_purified,redesign,0.2944,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
NYCOMPS-GO.14413,tt_expressed_not_purified,wrap_rescue,0.5375,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.120254,tt_expressed_not_purified,deprioritize,0.4627,0.0,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
MPP-GO.111530,tt_expressed_not_purified,redesign,0.4424,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q0I2F6,swiss_tm_sample,deprioritize,0.4075,0.15,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P22270,swiss_tm_sample,standard,0.5883,0.55,1,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q8CII9,swiss_tm_sample,standard,0.5756,0.55,1,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P0A5E4,swiss_tm_sample,standard,0.5593,0.15,0,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q15ZS2,swiss_tm_sample,wrap_rescue,0.5107,0.75,1,trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q5N4D2,swiss_tm_sample,redesign,0.5413,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
O29565,swiss_tm_sample,redesign,0.3803,0.35,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P25104,swiss_tm_sample,standard,0.6713,0.65,1,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P06755,swiss_tm_sample,standard,0.5799,0.35,0,trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P18828,swiss_tm_sample,redesign,0.3343,0.15,0,trim a long extramembrane loop,trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q8V3U0,swiss_tm_sample,standard,0.5665,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q8HEC0,swiss_tm_sample,wrap_rescue,0.3658,0.75,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q74TF8,swiss_tm_sample,standard,0.6303,0.35,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
A0A023PZB8,swiss_tm_sample,deprioritize,0.3613,0.35,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q7M750,swiss_tm_sample,deprioritize,0.3419,0.15,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q6GMK6,swiss_tm_sample,standard,0.6398,0.75,1,reduce disulfides / skip eukaryotic folding,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P0DXU9,swiss_tm_sample,standard,0.6156,0.45,0,drop sequons or use a prokaryotic host; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q53P98,swiss_tm_sample,standard,0.6626,0.65,1,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P01849,swiss_tm_sample,standard,0.6815,0.15,0,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
P53943,swiss_tm_sample,redesign,0.4643,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
O08705,swiss_tm_sample,standard,0.5719,0.25,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q323M3,swiss_tm_sample,wrap_rescue,0.5376,0.55,1,add a fusion-able N- or C-terminus; trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
O08888,swiss_tm_sample,redesign,0.5366,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q54C67,swiss_tm_sample,standard,0.7561,0.45,0,drop sequons or use a prokaryotic host; reduce disulfides / skip eukaryotic folding; add a fusion-able N- or C-terminus; trim a long extramembrane loop,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q0A3Q8,swiss_tm_sample,deprioritize,0.389,0.15,0,,"low purify score, not WRAP-amenable, no obvious construct lever",1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
B0T0X6,swiss_tm_sample,wrap_rescue,0.5191,0.75,1,,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q8C9E8,swiss_tm_sample,standard,0.5799,0.55,1,reduce disulfides / skip eukaryotic folding,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q92I65,swiss_tm_sample,standard,0.5867,0.55,1,,sequence resembles TargetTrack purified (given expression),1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
A0A0F7TN11,swiss_tm_sample,redesign,0.5109,0.15,0,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
Q9SFG0,swiss_tm_sample,wrap_rescue,0.5019,0.75,1,reduce disulfides / skip eukaryotic folding; trim a long extramembrane loop,standard purify looks unlikely; termini/TM belt look WRAP-amenable,1% w/v DDM,0.03% w/v DDM (IMAC/SEC),LMNG / DMNG / GDN,fos-choline and PEG as 'stability' detergents (Kotov); glucosides weaker on IMAC (Högbom),Lin/Kotov/Högbom first-line helical IMP extract (DDM)
